Number,Theme,Name,Minifigs,Pieces,USPrice
3416,Sports,Women's Team,6,62,9.95
10730,Juniors,Lightning McQueen Speed Launcher,1,47,9.99
44023,HERO Factory,ROCKA Crawler,2,49,9.99
7949,Castle,Prison Carriage Rescue,3,50,9.99
9674,Star Wars,Naboo Starfighter & Naboo,1,56,9.99
10679,Juniors,Pirate Treasure Hunt,2,57,9.99
8896,World Racers,Snake Canyon,2,57,9.99
7279,City,Police Minifigure Collection,4,57,9.99
44024,HERO Factory,TUNNELER Beast vs. SURGE,1,59,9.99
75008,Star Wars,TIE Bomber & Asteroid Field,1,60,9.99
10733,Juniors,Mater's Junkyard,1,62,9.99
10720,Juniors,Police Helicopter Chase,2,63,9.99
3934,Friends,Mia's Puppy House,1,64,9.99
70338,Nexo Knights,Ultimate General Magmar,1,64,9.99
8057,Atlantis,Wreck Raider,2,64,9.99
3937,Friends,Olivia's Speedboat,1,65,9.99
9676,Star Wars,TIE Interceptor & Death Star,1,65,9.99
70334,Nexo Knights,Ultimate Beast Master,1,65,9.99
70339,Nexo Knights,Ultimate Flama,1,67,9.99
41181,Elves,Naida's Gondola & the Goblin Thief,2,67,9.99
8402,City,Sports Car,1,68,9.99
70634,Ninjago,Nya - Spinjitzu Master,1,69,9.99
75009,Star Wars,Snowspeeder & Hoth,1,69,9.99
70336,Nexo Knights,Ultimate Axl,1,69,9.99
70335,Nexo Knights,Ultimate Lavaria,1,69,9.99
5981,Space,Raid VPR,2,69,9.99
41003,Friends,Olivia's Newborn Foal,1,70,9.99
70330,Nexo Knights,Ultimate Clay,1,72,9.99
10750,Juniors,Road Repair Truck,1,73,9.99
3935,Friends,Stephanie's Pet Patrol,1,73,9.99
75007,Star Wars,Republic Assault Ship & Planet Coruscant,1,74,9.99
70232,Legends of Chima,Saber Tooth Tiger Tribe Pack,3,74,9.99
70337,Nexo Knights,Ultimate Lance,1,75,9.99
70333,Nexo Knights,Ultimate Robin,1,75,9.99
75073,Star Wars,Vulture Droid,1,77,9.99
9677,Star Wars,X-wing Starfighter & Yavin 4,1,77,9.99
76062,DC Comics Super Heroes,Mighty Micros: Robin vs. Bane,2,77,9.99
60055,City,Monster Truck,1,78,9.99
60178,City,Speed Record Car,1,78,9.99
41029,Friends,Stephanie's New Born Lamb,1,78,9.99
9678,Star Wars,Twin-Pod Cloud Car & Bespin,1,78,9.99
60066,City,Swamp Police Starter Set,4,78,9.99
41306,Friends,Mia's Beach Scooter,1,79,9.99
76061,DC Comics Super Heroes,Mighty Micros: Batman vs. Catwoman,2,79,9.99
76071,Marvel Super Heroes,Mighty Micros: Spider-Man vs. Scorpion,2,79,9.99
76091,Marvel Super Heroes,Mighty Micros: Thor vs. Loki,2,79,9.99
9675,Star Wars,Sebulba's Podracer & Tatooine,1,80,9.99
41011,Friends,Stephanie's Soccer Practice,1,80,9.99
76066,Marvel Super Heroes,Mighty Micros: Hulk vs. Ultron,2,80,9.99
60136,City,Police Starter Set,4,80,9.99
3933,Friends,Olivia's Invention Workshop,1,81,9.99
41090,Friends,Olivia's Garden Pool,1,82,9.99
70332,Nexo Knights,Ultimate Aaron,1,82,9.99
60184,City,Mining Team,4,82,9.99
7668,Star Wars,Rebel Scout Speeder,4,82,9.99
76069,DC Comics Super Heroes,Mighty Micros: Batman vs. Killer Moth,2,83,9.99
70621,Ninjago,The Vermillion Attack,3,83,9.99
60120,City,Volcano Starter Set,4,83,9.99
75129,Star Wars,Wookiee Gunship,1,84,9.99
3939,Friends,Mia's Bedroom,1,85,9.99
76064,Marvel Super Heroes,Mighty Micros: Spider-Man vs. Green Goblin,2,85,9.99
76073,Marvel Super Heroes,Mighty Micros: Wolverine vs. Magneto,2,85,9.99
76070,DC Comics Super Heroes,Mighty Micros: Wonder Woman vs. Doomsday,2,85,9.99
41327,Friends,Mia's Bedroom,1,86,9.99
76090,Marvel Super Heroes,Mighty Micros: Star-Lord vs. Nebula,2,86,9.99
9095,Racers,Nitro Predator,1,87,9.99
75125,Star Wars,Resistance X-wing Fighter,1,87,9.99
41092,Friends,Stephanie's Pizzeria,1,87,9.99
10656,Bricks and More,My First LEGO Princess,1,88,9.99
9094,Racers,Star Striker,1,88,9.99
75161,Star Wars,TIE Striker,1,88,9.99
76063,DC Comics Super Heroes,Mighty Micros: The Flash vs. Captain Cold,2,88,9.99
60171,City,Mountain Fugitives,4,88,9.99
60144,City,Race Plane,1,89,9.99
4596,Racers,Storming Cobra,1,89,9.99
41086,Friends,Vet Ambulance,1,89,9.99
76089,Marvel Super Heroes,Mighty Micros: Scarlet Spider vs. Sandman,2,89,9.99
40165,Miscellaneous,Minifigure Wedding Favour Set,2,89,9.99
41001,Friends,Mia's Magic Tricks,1,90,9.99
10661,Bricks and More,My First LEGO Fire Station,1,90,9.99
75162,Star Wars,Y-wing,1,90,9.99
60146,City,Stunt Truck,1,91,9.99
75193,Star Wars,Millennium Falcon Microfighter,1,92,9.99
75031,Star Wars,TIE Interceptor,1,92,9.99
60127,City,Prison Island Starter Set,4,92,9.99
75128,Star Wars,TIE Advanced Prototype,1,93,9.99
76068,DC Comics Super Heroes,Mighty Micros: Superman vs. Bizarro,2,93,9.99
75030,Star Wars,Millennium Falcon,1,94,9.99
41010,Friends,Olivia's Beach Buggy,1,94,9.99
7741,City,Police Helicopter,1,94,9.99
41308,Friends,Stephanie's Friendship Cakes,1,94,9.99
76072,Marvel Super Heroes,Mighty Micros: Iron Man vs. Thanos,2,94,9.99
60054,City,Light Repair Truck,1,95,9.99
60114,City,Race Boat,1,95,9.99
41328,Friends,Stephanie's Bedroom,1,95,9.99
76065,Marvel Super Heroes,Mighty Micros: Captain America vs. Red Skull,2,95,9.99
7694,Space,MT-31 Trike ,2,95,9.99
70318,Nexo Knights,The Glob Lobber,2,95,9.99
75074,Star Wars,Snowspeeder,1,97,9.99
75033,Star Wars,Star Destroyer,1,97,9.99
75032,Star Wars,X-Wing Fighter,1,97,9.99
41030,Friends,Olivia's Ice Cream Bike,1,98,9.99
60053,City,Race Car,1,100,9.99
70331,Nexo Knights,Ultimate Macy,1,101,9.99
75011,Star Wars,Tantive IV & Planet Alderaan,1,102,9.99
60113,City,Rally Car,1,104,9.99
75127,Star Wars,The Ghost,1,104,9.99
75076,Star Wars,Republic Gunship,1,105,9.99
79000,The Hobbit,Riddles for the Ring,2,105,9.99
7977,Atlantis,Seabed Strider,2,105,9.99
40124,Seasonal,Winter Fun,2,107,9.99
60077,City,Space Starter Set,4,107,9.99
41111,Friends,Party Train,1,109,9.99
75160,Star Wars,U-wing,1,109,9.99
70606,The LEGO Ninjago Movie,Spinjitzu Training,2,109,9.99
70166,Ultra Agents,Spyclops Infiltration,2,109,9.99
70127,Legends of Chima,Wolf Legend Beast,1,110,9.99
41027,Friends,Mia's Lemonade Stand,1,112,9.99
40120,Seasonal,Valentine's Day Dinner,2,114,9.99
70123,Legends of Chima,Lion Legend Beast,1,120,9.99
5930,Bricks and More,Road Construction Building Set,1,121,9.99
40236,Seasonal,Romantic Valentine Picnic,2,126,9.99
7648,Space,MT-21 Mobile Mining Unit,2,130,9.99
4636,Bricks and More,Police Building Set,2,130,9.99
7942,City,Off-Road Fire Rescue,1,131,9.99
40197,Miscellaneous,Wedding Favor Set 2018,2,132,9.99
40261,Seasonal,Thanksgiving Harvest,2,133,9.99
40122,Seasonal,Trick or Treat Halloween Set,2,133,9.99
6192,Bricks and More,Pirate Building Set,1,150,9.99
4637,Bricks and More,Safari Building Set,2,152,9.99
40121,Seasonal,Painting Easter Eggs,2,153,9.99
40123,Seasonal,Thanksgiving Feast,2,158,9.99
40125,Seasonal,Santa's Visit,1,167,9.99
6327,Town,Turbo Champ,2,48,10
4797,Alpha Team,Ogel Mutant Killer Whale,1,57,10
6599,Town,Shark Attack,2,58,10
4585,Racers,Nitro Pulverizer,1,60,10
4702,Harry Potter,The Final Challenge,2,60,10
4796,Alpha Team,Ogel Mutant Squid,1,62,10
3402,Sports,Stand with Lights,2,62,10
4005,Boats,Tug Boat,1,66,10
6467,Town,Power Pitstop,2,66,10
4788,Alpha Team,Ogel Mutant Ray,2,68,10
3535,Sports,Skateboard Street Park,1,69,10
3029,Duplo,Limited Edition Silver Duplo Bucket,1,71,10
4712,Harry Potter,Troll on the Loose,2,71,10
4853,Spider-Man,Spider-Man's Street Chase,3,73,10
6799,Western,Showdown Canyon,4,75,10
4546,Trains,Road & Rail Maintenance,1,77,10
6602,Town,Scorpion Buggy,1,78,10
6109,Aquazone,Sea Creeper,1,79,10
6495,Time Cruisers,Time Tunnelator,1,81,10
6499,Time Cruisers,Time Tunnelator,1,81,10
6589,Town,Radical Racer,1,82,10
7121,Star Wars,Naboo Swamp,4,82,10
4525,Trains,Road and Rail Repair,1,84,10
7411,Adventurers,Tygurah's Roar,1,87,10
7474,Dino Attack,Urban Avenger vs. Raptor,1,87,10
4735,Harry Potter,Slytherin,3,90,10
7779,Batman,The Batman Dragster: Catwoman Pursuit,2,92,10
7128,Star Wars,Speeder Bikes,3,93,10
7113,Star Wars,Tusken Raider Encounter,3,93,10
7413,Adventurers,Passage of Jun-Chi,1,94,10
3438,Town,McDonalds Restaurant,2,98,10
7312,Space,T-3 Trike,1,99,10
7412,Adventurers,Yeti's Hideout,1,107,10
3439,Town,Spy Runner,2,107,10
7016,Vikings,Viking Boat against the Wyvern Dragon,2,112,10
1380,Studios,Werewolf Ambush,3,117,10
7119,Star Wars,Twin-Pod Cloud Car,1,118,10
6205,Star Wars,V-wing Fighter,1,118,10
4719,Harry Potter,Quality Quidditch Supplies,1,120,10
1808,Town,Light Aircraft and Ground Support,2,122,10
487,Space,Space Cruiser,2,170,10
3178,City,Seaplane,1,102,10.99
6049,Castle,Viking Voyager,5,99,11
71209,Dimensions,Wonder Woman,1,41,11.99
71217,Dimensions,Zane,1,45,11.99
71236,Dimensions,Superman,1,48,11.99
71257,Dimensions,Tina Goldstein,1,51,11.99
71239,Dimensions,Lloyd,1,56,11.99
71231,Dimensions,Unikitty,1,57,11.99
71234,Dimensions,Sensei Wu,1,58,11.99
71216,Dimensions,Nya,1,59,11.99
71285,Dimensions,Marceline the Vampire Queen,1,60,11.99
4865,Harry Potter,The Forbidden Forest,4,64,11.99
71233,Dimensions,Stay Puft,1,65,11.99
8084,Star Wars,Snowtrooper Battle Pack,4,74,11.99
8083,Star Wars,Rebel Trooper Battle Pack,4,79,11.99
70700,Space,Space Swarmer,2,86,11.99
70160,Ultra Agents,Riverside Raid,2,88,11.99
9462,Monster Fighters,The Mummy,2,90,11.99
4436,City,Patrol Car,2,97,11.99
4200,City,Mining 4x4,1,102,11.99
70000,Legends of Chima,Razcal's Glider,1,109,11.99
6260,Pirates,Shipwreck Island,2,71,12
3050,Castle,Shanghai Surprise,3,104,12
6248,Pirates,Volcano Island,2,119,12
5936,Adventurers,Spider's Secret,3,128,12
6596,Town,Wave Master,1,134,12
6889,Space,Recon Robot,1,135,12
2151,Space,Robo Raider,1,136,12
6591,Town,Nitro-Dragsters,2,143,12
6360,Town,Weekend Cottage,2,113,12.75
6361,Town,Mobile Crane,1,163,12.75
1489,Town,Mobile Car Crane,2,174,12.75
10665,Juniors,Spider-Man: Spider-Car Pursuit,2,55,12.99
10726,Juniors,Stephanie's Horse Carriage,1,58,12.99
75001,Star Wars,Republic Troopers vs. Sith Troopers,4,63,12.99
7914,Star Wars,Mandalorian Battle Pack,4,68,12.99
76014,Marvel Super Heroes,Spider-Trike vs. Electro,2,70,12.99
75821,The Angry Birds Movie,Piggy Car Escape,2,74,12.99
70149,Legends of Chima,Scorching Blades,1,77,12.99
7634,City,Tractor,1,78,12.99
70138,Legends of Chima,Web Dash,1,78,12.99
75036,Star Wars,Utapau Troopers,4,83,12.99
70409,Pirates,Shipwreck Defence,2,84,12.99
75079,Star Wars,Shadow Troopers,4,95,12.99
7285,City,Police Dog Unit,1,96,12.99
41060,Disney,Sleeping Beauty's Royal Bedroom,1,96,12.99
7245,City,Prisoner Transport,2,98,12.99
75133,Star Wars,Rebel Alliance Battle Pack,4,101,12.99
75088,Star Wars,Senate Commando Troopers,4,106,12.99
70139,Legends of Chima,Sky Launch,1,111,12.99
75131,Star Wars,Resistance Trooper Battle Pack,4,112,12.99
79005,The Lord of the Rings,The Wizard Battle,2,113,12.99
3179,City,Repair Truck,1,118,12.99
76002,DC Comics Super Heroes,Superman Metropolis Showdown,2,119,12.99
70801,The LEGO Movie,Melting Room,3,122,12.99
7638,City,Tow Truck,1,129,12.99
4002,Boats,Riptide Racer,1,54,13
5825,Belville,Stella and the Fairy,2,54,13
4668,4 Juniors,Outrigger Construction Crane,2,61,13
6737,Island Xtreme Stunts,Wake Rider,2,93,13
8374,Racers,Williams F1 Team Racer,1,98,13
6045,Castle,Ninja Surprise,3,112,13
4541,Trains,Rail and Road Service Truck,2,122,13
4726,Harry Potter,Quidditch Practice,3,128,13
1255,Town,Shell Car Wash,2,137,13
1254,Town,Shell Convenience Store,3,159,13
6261,Pirates,Raft Raiders,3,81,13.25
6489,Town,Seaside Holiday Cottage,2,86,13.25
6403,Town,Paradise Playground,3,94,13.25
6358,Town,Snorkel Squad,2,153,13.5
71286,Dimensions,Michael Knight,1,55,14.99
71287,Dimensions,Starfire,1,56,14.99
10738,Juniors,Snow White's Forest Cottage,1,67,14.99
21138,Minecraft,The Melon Farm,3,69,14.99
70109,Legends of Chima,Whirling Vines,1,77,14.99
70100,Legends of Chima,Ring of Fire,1,83,14.99
21139,Minecraft,The Nether Fight,3,84,14.99
44017,HERO Factory,STORMER Freeze Machine,3,88,14.99
44019,HERO Factory,ROCKA Stealth Machine,2,89,14.99
70111,Legends of Chima,Swamp Jump,1,91,14.99
70110,Legends of Chima,Tower Target,1,92,14.99
10722,Juniors,Snake Showdown,2,92,14.99
3847,Games,Magma Monster,4,95,14.99
70105,Legends of Chima,Nest Dive,1,97,14.99
70107,Legends of Chima,Skunk Attack,1,97,14.99
75198,Star Wars,Tatooine Battle Pack,4,97,14.99
70101,Legends of Chima,Target Practice,1,101,14.99
79015,The Hobbit,Witch-King Battle,3,101,14.99
41151,Disney,Mulan's Training Day,1,104,14.99
70108,Legends of Chima,Royal Roost,1,105,14.99
75900,Scooby-Doo,Mummy Museum Mystery,2,110,14.99
41330,Friends,Stephanie's Soccer Practice,1,119,14.99
8059,Atlantis,Seabed Scavenger,2,119,14.99
75164,Star Wars,Rebel Trooper Battle Pack,4,120,14.99
3848,Games,Pirate Plank,5,122,14.99
70900,The LEGO Batman Movie,The Joker Balloon Escape,2,124,14.99
76101,Marvel Super Heroes,Outrider Dropship Attack,4,124,14.99
3183,Friends,Stephanie's Cool Convertible,1,130,14.99
41321,Friends,Snow Resort Off-Roader,1,141,14.99
70913,The LEGO Batman Movie,Scarecrow Fearful Face-off,2,141,14.99
8103,Exo-Force,Sky Guardian,1,144,14.99
41301,Friends,Puppy Parade,1,145,14.99
10657,Bricks and More,My First LEGO Set,1,148,14.99
10668,Juniors,The Princess Play Castle,1,150,14.99
75910,Speed Champions,Porsche 918 Spyder,1,151,14.99
70361,Nexo Knights,Macy's Bot Drop Dragon,3,153,14.99
2259,Ninjago,Skull Motorbike,2,157,14.99
75880,Speed Champions,McLaren 720S,1,161,14.99
8104,Exo-Force,Shadow Crawler,2,161,14.99
70220,Legends of Chima,Strainor's Saber Cycle,2,161,14.99
41329,Friends,Olivia's Deluxe Bedroom,1,163,14.99
7700,Exo-Force,Stealth Hunter,1,164,14.99
75909,Speed Champions,McLaren P1,1,168,14.99
41103,Friends,Pop Star Recording Studio,1,172,14.99
75879,Speed Champions,Scuderia Ferrari SF16-H,1,184,14.99
41116,Friends,Olivia's Exploration Car,1,185,14.99
41091,Friends,Mia's Roadster,1,187,14.99
4654,4 Juniors,Tanker Truck,1,42,15
6642,Town,Police Helicopter,1,66,15
9616,Dacta,Wheels and Axles Set,1,74,15
3049,Duplo,XL Idea Bucket,1,78,15
6714,Town,Speed Dragster,1,80,15
3152,Scala,Playroom for the Baby Thomas,1,81,15
3536,Sports,Snowboard Big Air Comp,1,82,15
3429,Sports,Ultimate Defense,2,82,15
8268,Technic,Scorpion Attack,1,85,15
4477,Star Wars,T-16 Skyhopper ,1,98,15
6254,Pirates,Rocky Reef,3,103,15
8357,Racers,Zonic Strike,1,107,15
4940,Rock Raiders,The Granite Grinder,1,109,15
1817,Town,Sea Plane with Hut and Boat,3,135,15
2774,Town,Red Tiger,3,141,15
6895,Space,Spy Trak 1,2,148,15
6350,Town,Pizza To Go,3,152,15
7032,World City,Police 4WD and Undercover Van,2,154,15
6899,Space,Nebula Outpost,2,158,15
4174,Creator,Max Goes Flying,1,172,15
4010,Boats,Police Rescue Boat,2,83,15.5
6265,Pirates,Sabre Island,3,96,15.5
6356,Town,Med-Star Rescue Plane,3,159,15.5
6354,Town,Pursuit Squad,3,171,15.5
6405,Town,Sunset Stables,2,133,16
6057,Castle,Sea Serpent,5,126,16.5
6331,Town,Patriot Jet,2,161,16.5
5833,Belville,Rosita's Wonderful Stable,1,40,17
5826,Belville,The Queen's Room,1,79,17
4165,Mickey Mouse,Minnie's Birthday Party,2,82,17
1100,Town,Sky Pirates,2,109,17
6357,Town,Stunt 'Copter N' Truck,2,177,17
6373,Town,Motorcycle Shop,2,171,17.5
3668,Fabuland,Merry-Go-Round with Ticket Booth,3,42,17.75
4473,City,Police Helicopter,2,112,17.99
4437,City,Police Pursuit,2,129,17.99
4201,City,Loader and Tipper,2,139,17.99
5339,Duplo,Small Bucket with Dog,1,42,18
7835,Trains,Road Crossing,1,129,18.15
6351,Town,Surf N' Sail Camper,2,188,19
10518,Duplo,My First Construction Site,2,43,19.99
3299,Duplo,Scrambler and Dizzy at Bob's Workshop,1,50,19.99
5963,Belville,The Princess and the Pea,1,55,19.99
2257,Ninjago,Spinjitzu Starter Set,2,57,19.99
9579,Ninjago,Starter Set,2,62,19.99
9591,Ninjago,Weapon Pack,2,73,19.99
10756,Juniors,Pteranodon Escape,2,84,19.99
70140,Legends of Chima,Stinger Duel,2,85,19.99
10735,Juniors,Police Truck Chase,2,90,19.99
7590,Toy Story,Woody and Buzz to the Rescue,2,92,19.99
10742,Juniors,Willy's Butte Speed Training,2,95,19.99
10746,Juniors,Mia's Farm Suitcase,1,100,19.99
10669,Juniors,Turtle Lair,2,107,19.99
44021,HERO Factory,SPLITTER Beast vs. FURNO & EVO,2,108,19.99
10739,Juniors,Shark Attack,3,108,19.99
10751,Juniors,Mountain Police Chase,2,115,19.99
10743,Juniors,Smokey's Garage,3,116,19.99
70114,Legends of Chima,Sky Joust,2,117,19.99
75926,Jurassic World,Pteranodon Chase,1,126,19.99
60176,City,Wild River Escape,2,126,19.99
60185,City,Mining Power Splitter,1,127,19.99
75901,Scooby-Doo,Mystery Plane Adventures,2,128,19.99
7789,Toy Story,Lotso's Dump Truck,1,129,19.99
10755,Juniors,Zane's Ninja Boat Pursuit,2,131,19.99
10683,Juniors,Road Work Truck,2,132,19.99
10684,Juniors,Supermarket Suitcase,2,134,19.99
5883,Dino,Tower Takedown,1,136,19.99
60142,City,Money Transporter,2,138,19.99
60019,City,Stunt Plane,2,140,19.99
60164,City,Sea Rescue Plane,2,141,19.99
6241,Pirates,Loot Island,3,142,19.99
60137,City,Tow Truck Trouble,3,144,19.99
41051,Disney,Merida's Highland Games,1,145,19.99
41065,Disney,Rapunzel's Best Day Ever,1,145,19.99
75173,Star Wars,Luke's Landspeeder,4,149,19.99
4737,Harry Potter,Quidditch Match,5,153,19.99
7038,Castle,Troll Assault Wagon,4,161,19.99
79102,Teenage Mutant Ninja Turtles,Stealth Shell in Pursuit,3,162,19.99
70410,Pirates,Soldiers Outpost,3,164,19.99
3366,City,Satellite Launch Pad,1,165,19.99
7051,Space,Tripod Invader,2,165,19.99
21110,Ideas,Research Institute,3,165,19.99
75822,The Angry Birds Movie,Piggy Plane Attack,2,168,19.99
76009,DC Comics Super Heroes,Superman: Black Zero Escape,3,168,19.99
2254,Ninjago,Mountain Shrine,2,169,19.99
7570,Prince of Persia,The Ostrich Race,3,169,19.99
7286,City,Prisoner Transport,2,173,19.99
75915,Jurassic World,Pteranodon Capture,2,174,19.99
60084,City,Racing Bike Transporter,2,178,19.99
6867,Marvel Super Heroes,Loki's Cosmic Cube Escape,3,181,19.99
70411,Pirates,Treasure Island,3,181,19.99
8189,Power Miners,Magma Mech,2,183,19.99
41300,Friends,Puppy Championship,1,185,19.99
3850,Games,Meteor Strike,2,185,19.99
41235,DC Super Hero Girls,Wonder Woman Dorm Room,1,186,19.99
70313,Nexo Knights,Moltor's Lava Smasher,2,187,19.99
70171,Ultra Agents,Ultrasonic Showdown,2,187,19.99
5982,Space,Smash 'n' Grab,2,188,19.99
2761,Duplo,Pony Stables,2,41,20
4618,Jack Stone,Twin Rotor Cargo,2,41,20
2989,Duplo,Pooh's Honeypot,2,44,20
1193,Duplo,Water Park Tub ,2,44,20
3778,Duplo,Station,2,46,20
3085,Duplo,Race Action,4,46,20
4663,Duplo,Zoo,2,48,20
4686,Duplo,Little Farm,2,50,20
3670,Fabuland,Service Station,2,52,20
4669,4 Juniors,Turbo-Charged Police Boat,2,52,20
5961,Belville,Snow Queen,1,59,20
7073,4 Juniors,Pirate Dock,2,61,20
3673,Fabuland,Paddle Steamer,3,61,20
4622,Jack Stone,ResQ Digger,2,65,20
3440,Sports,NBA Jam Session Co-Pack,2,70,20
5962,Belville,The Tinderbox,1,82,20
4166,Mickey Mouse,Mickey's Car Garage,1,88,20
3537,Sports,Skateboard Vert Park Challenge,2,88,20
4950,Rock Raiders,The Loader-Dozer,1,90,20
5857,Belville,Safran's Amazing Bazaar,1,93,20
6909,Space,Sonic Stinger (Promotional Pack),1,96,20
4012,Boats,Wave Cops,2,99,20
6424,Town,Rig Racers,3,101,20
6095,Castle,Royal Joust,3,101,20
6738,Island Xtreme Stunts,Skateboard Challenge,3,108,20
3422,Sports,Shoot 'n' Save,2,110,20
3579,Sports,NHL Street Hockey,2,114,20
4793,Alpha Team,Ogel Shark Sub,3,115,20
4733,Harry Potter,The Dueling Club,4,129,20
3407,Sports,Red Team Transport,6,133,20
6099,Castle,Traitor Transport,3,140,20
4744,Alpha Team,Tundra Tracker,2,141,20
